subject,predicate,object,birthPlace
Ferdinand_of_Portugal_u002C__Duke_of_Guarda ,knowsLanguage ,Portuguese_language_generic_instance ,Abrantes 
Julia_Livilla ,gender ,Female__u0028_gender_u0029_ ,Lesbos 
Frederick_Augustus_I_of_Saxony ,award ,Grand_Cross_Of_The_Legion_Of_Honour_Q10855226_generic_instance ,Dresden 
Frederick_Augustus_I_of_Saxony ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Dresden 
Frederick_Augustus_I_of_Saxony ,award ,Grand_Cross_Of_The_Order_Of_Saint_Joseph_Q56376732_generic_instance ,Dresden 
Frederick_Augustus_I_of_Saxony ,award ,Grand_Cross_With_Star_Of_The_Virtuti_Militari_Q21877483_generic_instance ,Dresden 
Frederick_Augustus_I_of_Saxony ,birthDate ,1750-01-01T00:00:00.000Z ,Dresden 
Frederick_Augustus_I_of_Saxony ,gender ,Male_gender ,Dresden 
Frederick_Augustus_I_of_Saxony ,knowsLanguage ,German_language_generic_instance ,Dresden 
Konstanty_Władysław_Sobieski ,birthDate ,1680-05-01T00:00:00.000Z ,Warsaw 
Konstanty_Władysław_Sobieski ,gender ,Male_gender ,Warsaw 
Maria_of_the_Palatinate_u002C__Duchess_of_Södermanland ,birthDate ,1561-07-24T00:00:00.000Z ,Heidelberg 
Maria_of_the_Palatinate_u002C__Duchess_of_Södermanland ,gender ,Female__u0028_gender_u0029_ ,Heidelberg 
Maria_of_the_Palatinate_u002C__Duchess_of_Södermanland ,knowsLanguage ,German_language_generic_instance ,Heidelberg 
Maria_of_the_Palatinate_u002C__Duchess_of_Södermanland ,nationality ,Germany ,Heidelberg 
Robert_u002C__Archduke_of_Austria-Este ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Schönbrunn_Palace 
Robert_u002C__Archduke_of_Austria-Este ,birthDate ,1915-02-08T00:00:00.000Z ,Schönbrunn_Palace 
Robert_u002C__Archduke_of_Austria-Este ,gender ,Male_gender ,Schönbrunn_Palace 
Robert_u002C__Archduke_of_Austria-Este ,nationality ,Austria ,Schönbrunn_Palace 
Yi_Cheong ,alumniOf ,DePaul_University ,Tokyo 
Yi_Cheong ,birthDate ,1936-04-23T00:00:00.000Z ,Tokyo 
Yi_Cheong ,gender ,Male_gender ,Tokyo 
Yi_Cheong ,nationality ,Japan ,Tokyo 
Yi_Cheong ,worksFor ,Hanyang_University ,Tokyo 
Archduke_Leopold_Johann_of_Austria ,birthDate ,1716-04-13T00:00:00.000Z ,Vienna 
Archduke_Leopold_Johann_of_Austria ,gender ,Male_gender ,Vienna 
Ilir_Hoxha ,birthDate ,1949-03-31T00:00:00.000Z ,Tirana 
Ilir_Hoxha ,gender ,Male_gender ,Tirana 
Ilir_Hoxha ,memberOf ,Party_of_Labour_of_Albania ,Tirana 
Ilir_Hoxha ,nationality ,Albania ,Tirana 
Louis_u002C__Prince_of_Hesse_and_by_Rhine ,birthDate ,1908-11-20T00:00:00.000Z ,Darmstadt 
Louis_u002C__Prince_of_Hesse_and_by_Rhine ,gender ,Male_gender ,Darmstadt 
Louis_u002C__Prince_of_Hesse_and_by_Rhine ,knowsLanguage ,German_language_generic_instance ,Darmstadt 
Louis_u002C__Prince_of_Hesse_and_by_Rhine ,memberOf ,Nazi_Party ,Darmstadt 
Louis_u002C__Prince_of_Hesse_and_by_Rhine ,nationality ,Germany ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Order_of_St_u002E__Andrew ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Knight_Of_The_Order_Of_St_U002E__Alexander_Nevsky_Q15831432_generic_instance ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Order_of_Queen_Maria_Luisa ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Order_of_Saint_Catherine ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Order_of_Theresa ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,award ,Order_of_Saint_Isabel ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,birthDate ,1824-08-08T00:00:00.000Z ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Darmstadt 
Maria_Alexandrovna__u0028_Marie_of_Hesse_u0029_ ,knowsLanguage ,Old_East_Slavic_generic_instance ,Darmstadt 
Maria_Băsescu ,birthDate ,1951-09-06T00:00:00.000Z ,Cajvana 
Maria_Băsescu ,gender ,Female__u0028_gender_u0029_ ,Cajvana 
Maria_Băsescu ,knowsLanguage ,Romanian_language_generic_instance ,Cajvana 
Maria_Băsescu ,nationality ,Romania ,Cajvana 
Marion_Freisler ,birthDate ,1910-02-10T00:00:00.000Z ,Hamburg 
Marion_Freisler ,gender ,Female__u0028_gender_u0029_ ,Hamburg 
Marion_Freisler ,knowsLanguage ,German_language_generic_instance ,Hamburg 
Marion_Freisler ,nationality ,Germany ,Hamburg 
Bahman_Mirza_Qajar ,award ,Order_of_the_White_Eagle__u0028_Poland_u0029_ ,Tabriz 
Infante_Carlos_of_Portugal ,birthDate ,1716-05-02T00:00:00.000Z ,Lisbon 
Infante_Carlos_of_Portugal ,gender ,Male_gender ,Lisbon 
Ismihan_Sultan ,birthDate ,1545-01-01T00:00:00.000Z ,Manisa 
Ismihan_Sultan ,gender ,Female__u0028_gender_u0029_ ,Manisa 
Joan_of_Brittany_u002C__Baroness_of_Drayton ,birthDate ,1341-01-01T00:00:00.000Z ,Brittany 
Joan_of_Brittany_u002C__Baroness_of_Drayton ,gender ,Female__u0028_gender_u0029_ ,Brittany 
Louis_VI_u002C__Landgrave_of_Hesse-Darmstadt ,birthDate ,1630-01-25T00:00:00.000Z ,Darmstadt 
Louis_VI_u002C__Landgrave_of_Hesse-Darmstadt ,gender ,Male_gender ,Darmstadt 
Louis_VI_u002C__Landgrave_of_Hesse-Darmstadt ,knowsLanguage ,German_language_generic_instance ,Darmstadt 
Louis_VI_u002C__Landgrave_of_Hesse-Darmstadt ,memberOf ,Fruitbearing_Society ,Darmstadt 
Louis_VI_u002C__Landgrave_of_Hesse-Darmstadt ,nationality ,Germany ,Darmstadt 
Valeria_of_Milan ,birthDate ,0050-01-01T00:00:00.000Z ,Milan 
Valeria_of_Milan ,gender ,Female__u0028_gender_u0029_ ,Milan 
Vitalis_of_Milan ,gender ,Male_gender ,Milan 
Christina_Abrahamsdotter ,birthDate ,1432-01-01T00:00:00.000Z ,Finland 
Christina_Abrahamsdotter ,gender ,Female__u0028_gender_u0029_ ,Finland 
Christina_Abrahamsdotter ,nationality ,Sweden ,Finland 
Juana_de_Castro ,gender ,Female__u0028_gender_u0029_ ,Kingdom_of_Galicia 
Abdul_Minty ,birthDate ,1941-01-01T00:00:00.000Z ,Johannesburg 
Abdul_Minty ,gender ,Male_gender ,Johannesburg 
Abdulhadi_al-Iraqi ,birthDate ,1961-09-21T00:00:00.000Z ,Mosul 
Abdulhadi_al-Iraqi ,gender ,Male_gender ,Mosul 
Abdulhadi_al-Iraqi ,knowsLanguage ,Arabic_generic_instance ,Mosul 
Abdulhadi_al-Iraqi ,knowsLanguage ,Pashto_generic_instance ,Mosul 
Abdulhadi_al-Iraqi ,knowsLanguage ,Urdu_generic_instance ,Mosul 
Abdulhadi_al-Iraqi ,knowsLanguage ,Persian_language_generic_instance ,Mosul 
Abdulhadi_al-Iraqi ,knowsLanguage ,Kurdish_languages_generic_instance ,Mosul 
Abdulhadi_al-Iraqi ,nationality ,Iraq ,Mosul 
Anne_Neville ,birthDate ,1456-06-20T00:00:00.000Z ,Warwick_Castle 
Anne_Neville ,gender ,Female__u0028_gender_u0029_ ,Warwick_Castle 
Anne_Neville ,knowsLanguage ,English_language_generic_instance ,Warwick_Castle 
Marina_Ortiz_de_Gaete ,birthDate ,1509-01-01T00:00:00.000Z ,Zalamea_de_la_Serena 
Marina_Ortiz_de_Gaete ,gender ,Female__u0028_gender_u0029_ ,Zalamea_de_la_Serena 
Meyliservet_Kadın ,birthDate ,1854-10-21T00:00:00.000Z ,Batumi 
Meyliservet_Kadın ,gender ,Female__u0028_gender_u0029_ ,Batumi 
Miro_u002C__Count_of_Barcelona ,gender ,Male_gender ,Girona 
Miro_u002C__Count_of_Barcelona ,knowsLanguage ,Catalan_language_generic_instance ,Girona 
Remzşinas_Hanım ,birthDate ,1863-01-01T00:00:00.000Z ,Russian_Empire 
Remzşinas_Hanım ,gender ,Female__u0028_gender_u0029_ ,Russian_Empire 
Ümmügülsüm_Sultan__u0028_daughter_of_Ahmed_III_u0029_ ,birthDate ,1708-02-07T00:00:00.000Z ,Istanbul 
Ümmügülsüm_Sultan__u0028_daughter_of_Ahmed_III_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Istanbul 
Ümmügülsüm_Sultan__u0028_daughter_of_Ahmed_III_u0029_ ,knowsLanguage ,Turkish_language_generic_instance ,Istanbul 
Agnes_of_Rome ,birthDate ,0300-01-01T00:00:00.000Z ,Rome 
Agnes_of_Rome ,gender ,Female__u0028_gender_u0029_ ,Rome 
Agnes_of_Rome ,knowsLanguage ,Latin_generic_instance ,Rome 
Victoria_u002C__Crown_Princess_of_Sweden ,alumniOf ,Yale_University ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,alumniOf ,Uppsala_University ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,alumniOf ,Catholic_University_of_the_West ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,alumniOf ,Enskilda_Gymnasiet ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Grand_Cross_Of_Honor_For_Services_To_The_Republic_Of_Austria_Q19883682_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Grand_Cross_Of_The_Order_Of_Isabella_The_Catholic_Q17365974_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Merit__u0028_Chile_u0029__generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Merit_of_the_Italian_Republic_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Cross_of_Terra_Mariana ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Elephant ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Seraphim ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Star_of_Romania ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Three_Stars ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Grand_Cross_Special_Class_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10904959_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Grand_Cross_With_Collar_Of_The_Order_Of_The_White_Rose_Of_Finland_Q23769799_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_Falcon_Q20638310_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Leopold__u0028_Belgium_u0029_ ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_St_u002E__Olav ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Chrysanthemum ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Southern_Cross ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Republic__u0028_Tunisia_u0029_ ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Grand_Cordon_Of_The_Supreme_Order_Of_The_Chrysanthemum_Q5361043_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Adolphe_of_Nassau ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Precious_Crown ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Ordre_national_du_Mérite ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Supreme_Order_of_the_Renaissance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_Lithuanian_Grand_Duke_Gediminas ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_the_White_Star ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Honour__u0028_Greece_u0029__generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,award ,Order_of_Grimaldi ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,birthDate ,1977-07-14T00:00:00.000Z ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,gender ,Female__u0028_gender_u0029_ ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,knowsLanguage ,English_language_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,knowsLanguage ,French_language_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,knowsLanguage ,German_language_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,knowsLanguage ,Swedish_language_generic_instance ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,memberOf ,Royal_Swedish_Academy_of_Letters_u002C__History_and_Antiquities ,Karolinska_University_Hospital 
Victoria_u002C__Crown_Princess_of_Sweden ,nationality ,Sweden ,Karolinska_University_Hospital 
Yuan_Keding ,birthDate ,1878-01-01T00:00:00.000Z ,Henan 
Yuan_Keding ,gender ,Male_gender ,Henan 
Yuan_Keding ,nationality ,China ,Henan 
Adelaide_of_Saxe-Meiningen ,award ,Order_of_Saint_Isabel ,Meiningen 
Adelaide_of_Saxe-Meiningen ,birthDate ,1792-08-13T00:00:00.000Z ,Meiningen 
Adelaide_of_Saxe-Meiningen ,gender ,Female__u0028_gender_u0029_ ,Meiningen 
Adelaide_of_Saxe-Meiningen ,knowsLanguage ,English_language_generic_instance ,Meiningen 
Adelaide_of_Saxe-Meiningen ,knowsLanguage ,German_language_generic_instance ,Meiningen 
Andreas_Meyer-Landrut ,alumniOf ,University_of_Göttingen ,Tallinn 
Andreas_Meyer-Landrut ,alumniOf ,University_of_Zagreb ,Tallinn 
Andreas_Meyer-Landrut ,award ,Knight_Grand_Cross_Of_The_Order_Of_Merit_Of_The_Italian_Republic_Q14539974_generic_instance ,Tallinn 
Andreas_Meyer-Landrut ,award ,Great_Cross_With_Star_And_Sash_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905171_generic_instance ,Tallinn 
Andreas_Meyer-Landrut ,award ,Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235_generic_instance ,Tallinn 
Andreas_Meyer-Landrut ,award ,Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380_generic_instance ,Tallinn 
Andreas_Meyer-Landrut ,birthDate ,1929-05-31T00:00:00.000Z ,Tallinn 
Andreas_Meyer-Landrut ,gender ,Male_gender ,Tallinn 
Andreas_Meyer-Landrut ,knowsLanguage ,German_language_generic_instance ,Tallinn 
Louisa_Hamilton_u002C__Duchess_of_Abercorn ,birthDate ,1812-07-08T00:00:00.000Z ,London 
Louisa_Hamilton_u002C__Duchess_of_Abercorn ,gender ,Female__u0028_gender_u0029_ ,London 
Margaret_of_Sweden_u002C__Queen_of_Norway ,birthDate ,1155-01-01T00:00:00.000Z ,Sweden 
Margaret_of_Sweden_u002C__Queen_of_Norway ,gender ,Female__u0028_gender_u0029_ ,Sweden 
Margaret_of_Sweden_u002C__Queen_of_Norway ,nationality ,Sweden ,Sweden 
Marie_Antoinette_Murat ,birthDate ,1792-01-03T00:00:00.000Z ,Labastide-Murat 
Marie_Antoinette_Murat ,gender ,Female__u0028_gender_u0029_ ,Labastide-Murat 
Marie_Antoinette_Murat ,knowsLanguage ,French_language_generic_instance ,Labastide-Murat 
Marie_Antoinette_Murat ,nationality ,France ,Labastide-Murat 
Mary_Pelham_u002C__Countess_of_Chichester ,birthDate ,1776-09-07T00:00:00.000Z ,London 
Mary_Pelham_u002C__Countess_of_Chichester ,gender ,Female__u0028_gender_u0029_ ,London 
Patrick_Bowes-Lyon_u002C__15th_Earl_of_Strathmore_and_Kinghorne ,birthDate ,1884-09-22T00:00:00.000Z ,St_Paul_u0027_s_Walden_Bury 
Patrick_Bowes-Lyon_u002C__15th_Earl_of_Strathmore_and_Kinghorne ,gender ,Male_gender ,St_Paul_u0027_s_Walden_Bury 
Patrick_Bowes-Lyon_u002C__15th_Earl_of_Strathmore_and_Kinghorne ,knowsLanguage ,English_language_generic_instance ,St_Paul_u0027_s_Walden_Bury 
Plenimir__u0028_prince_u0029_ ,birthDate ,0901-01-01T00:00:00.000Z ,Veliki_Preslav 
Plenimir__u0028_prince_u0029_ ,gender ,Male_gender ,Veliki_Preslav 
Sigurd_Lavard ,birthDate ,1200-01-01T00:00:00.000Z ,Faroe_Islands 
Sigurd_Lavard ,gender ,Male_gender ,Faroe_Islands 
Susan_Hamilton_u002C__Duchess_of_Hamilton ,birthDate ,1786-05-14T00:00:00.000Z ,Rossinière 
Susan_Hamilton_u002C__Duchess_of_Hamilton ,gender ,Female__u0028_gender_u0029_ ,Rossinière 
Adelaide_of_Tours ,birthDate ,0810-01-01T00:00:00.000Z ,Tours 
Adelaide_of_Tours ,gender ,Female__u0028_gender_u0029_ ,Tours 
Frances_Marsham_u002C__Lady_Romney ,birthDate ,1755-01-01T00:00:00.000Z ,Petworth 
Frances_Marsham_u002C__Lady_Romney ,gender ,Female__u0028_gender_u0029_ ,Petworth 
Garsevan_Chavchavadze ,birthDate ,1757-07-20T00:00:00.000Z ,Georgia__u0028_country_u0029_ 
Garsevan_Chavchavadze ,gender ,Male_gender ,Georgia__u0028_country_u0029_ 
Garsevan_Chavchavadze ,nationality ,Georgia__u0028_country_u0029_ ,Georgia__u0028_country_u0029_ 
Cemile_Sultan ,birthDate ,1843-08-18T00:00:00.000Z ,Istanbul 
Cemile_Sultan ,gender ,Female__u0028_gender_u0029_ ,Istanbul 
Fatma_Sultan__u0028_daughter_of_Abdulmejid_I_u0029_ ,birthDate ,1840-11-01T00:00:00.000Z ,Constantinople 
Fatma_Sultan__u0028_daughter_of_Abdulmejid_I_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Constantinople 
Fazul_Abdullah_Mohammed ,birthDate ,1972-08-25T00:00:00.000Z ,Moroni_u002C__Comoros 
Fazul_Abdullah_Mohammed ,gender ,Male_gender ,Moroni_u002C__Comoros 
Fazul_Abdullah_Mohammed ,nationality ,Kenya ,Moroni_u002C__Comoros 
Fazul_Abdullah_Mohammed ,nationality ,Comoros ,Moroni_u002C__Comoros 
Fazul_Abdullah_Mohammed ,nationality ,Somalia ,Moroni_u002C__Comoros 
Feodor_Pryanishnikov ,award ,Knight_Of_The_Order_Of_St_U002E__Alexander_Nevsky_Q15831432_generic_instance ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,award ,Order_Of_St_U002E__Vladimir_U002C__1St_Class_Q27096841_generic_instance ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,award ,Order_Of_St_U002E__Vladimir_U002C__2Nd_Class_Q21148942_generic_instance ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,award ,Order_Of_St_U002E__Vladimir_U002C__4Th_Class_Q21148960_generic_instance ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,award ,Order_Of_St_U002E__Vladimir_U002C__3Rd_Class_Q19344818_generic_instance ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,award ,Order_of_the_White_Eagle__u0028_Russian_Empire_u0029_ ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,birthDate ,1793-02-02T00:00:00.000Z ,Perm_u002C__Russia 
Feodor_Pryanishnikov ,gender ,Male_gender ,Perm_u002C__Russia 
Gülcemal_Kadın ,birthDate ,1826-01-01T00:00:00.000Z ,Albania 
Gülcemal_Kadın ,gender ,Female__u0028_gender_u0029_ ,Albania 
Gülistu_Kadın ,birthDate ,1831-01-01T00:00:00.000Z ,Sukhumi 
Gülistu_Kadın ,gender ,Female__u0028_gender_u0029_ ,Sukhumi 
John_Watkins__u0028_diplomat_u0029_ ,birthDate ,1902-01-01T00:00:00.000Z ,Norval_u002C__Ontario 
John_Watkins__u0028_diplomat_u0029_ ,gender ,Male_gender ,Norval_u002C__Ontario 
John_Watkins__u0028_diplomat_u0029_ ,nationality ,Canada ,Norval_u002C__Ontario 
Maria_of_Tver ,birthDate ,1442-01-01T00:00:00.000Z ,Tver 
Maria_of_Tver ,gender ,Female__u0028_gender_u0029_ ,Tver 
Maria_of_Tver ,knowsLanguage ,Old_East_Slavic_generic_instance ,Tver 
Mediha_Sultan ,birthDate ,1856-07-30T00:00:00.000Z ,Beşiktaş 
Mediha_Sultan ,gender ,Female__u0028_gender_u0029_ ,Beşiktaş 
Mediha_Sultan ,nationality ,Turkey ,Beşiktaş 
Münire_Sultan__u0028_daughter_of_Abdulmejid_I_u0029_ ,birthDate ,1844-12-09T00:00:00.000Z ,Istanbul 
Münire_Sultan__u0028_daughter_of_Abdulmejid_I_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Istanbul 
Rahime_Perestu_Sultan ,birthDate ,1826-01-01T00:00:00.000Z ,Circassia 
Rahime_Perestu_Sultan ,gender ,Female__u0028_gender_u0029_ ,Circassia 
Julia_Maesa ,birthDate ,0160-01-01T00:00:00.000Z ,Homs 
Julia_Maesa ,gender ,Female__u0028_gender_u0029_ ,Homs 
María_Cristina_Muñoz_y_Borbón_u002C__Marquise_of_la_Isabela ,birthDate ,1840-04-19T00:00:00.000Z ,Royal_Palace_of_Madrid 
María_Cristina_Muñoz_y_Borbón_u002C__Marquise_of_la_Isabela ,gender ,Female__u0028_gender_u0029_ ,Royal_Palace_of_Madrid 
María_Cristina_Muñoz_y_Borbón_u002C__Marquise_of_la_Isabela ,knowsLanguage ,Spanish_language_generic_instance ,Royal_Palace_of_Madrid 
María_Cristina_Muñoz_y_Borbón_u002C__Marquise_of_la_Isabela ,nationality ,Spain ,Royal_Palace_of_Madrid 
Maria_of_Castile ,birthDate ,1401-11-23T00:00:00.000Z ,Segovia 
Maria_of_Castile ,gender ,Female__u0028_gender_u0029_ ,Segovia 
Maria_of_Castile ,knowsLanguage ,Spanish_language_generic_instance ,Segovia 
Namık_Tan ,alumniOf ,Ankara_University_u002C__Law_School ,Mardin 
Namık_Tan ,birthDate ,1956-01-01T00:00:00.000Z ,Mardin 
Namık_Tan ,gender ,Male_gender ,Mardin 
Namık_Tan ,knowsLanguage ,Turkish_language_generic_instance ,Mardin 
Namık_Tan ,nationality ,Turkey ,Mardin 
Princess_Joséphine-Charlotte_of_Belgium ,alumniOf ,University_of_Geneva ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,award ,Order_of_Isabella_the_Catholic ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,award ,Grand_Cross_Special_Class_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10904959_generic_instance ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_Falcon_Q20638310_generic_instance ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,award ,Pro_Ecclesia_et_Pontifice ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,birthDate ,1927-10-11T00:00:00.000Z ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,gender ,Female__u0028_gender_u0029_ ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,knowsLanguage ,Dutch_language_generic_instance ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,knowsLanguage ,French_language_generic_instance ,Royal_Palace_of_Brussels 
Princess_Joséphine-Charlotte_of_Belgium ,nationality ,Belgium ,Royal_Palace_of_Brussels 
Sally_Amis ,birthDate ,1954-01-01T00:00:00.000Z ,Uplands_u002C__Swansea 
Sally_Amis ,gender ,Female__u0028_gender_u0029_ ,Uplands_u002C__Swansea 
Sally_Amis ,knowsLanguage ,English_language_generic_instance ,Uplands_u002C__Swansea 
Sang_Nila_Utama ,birthDate ,1201-01-01T00:00:00.000Z ,Sumatra 
Sang_Nila_Utama ,gender ,Male_gender ,Sumatra 
Thomas_Russell_Gerry ,birthDate ,1794-12-08T00:00:00.000Z ,Cambridge_u002C__Massachusetts 
Thomas_Russell_Gerry ,gender ,Male_gender ,Cambridge_u002C__Massachusetts 
Alexandra_of_Yugoslavia ,alumniOf ,Heathfield_School_u002C__Ascot ,Athens 
Alexandra_of_Yugoslavia ,award ,Order_of_Karađorđe_u0027_s_Star ,Athens 
Alexandra_of_Yugoslavia ,award ,Order_of_the_White_Eagle__u0028_Serbia_u0029_ ,Athens 
Alexandra_of_Yugoslavia ,award ,Order_of_Saints_Olga_and_Sophia ,Athens 
Alexandra_of_Yugoslavia ,birthDate ,1921-03-25T00:00:00.000Z ,Athens 
Alexandra_of_Yugoslavia ,gender ,Female__u0028_gender_u0029_ ,Athens 
Bianca_Giovanna_Sforza ,birthDate ,1482-01-01T00:00:00.000Z ,Lodi_u002C__Lombardy 
Bianca_Giovanna_Sforza ,gender ,Female__u0028_gender_u0029_ ,Lodi_u002C__Lombardy 
Andreas_Meyer-Landrut ,nationality ,Germany ,Tallinn 
Andreas_Meyer-Landrut ,worksFor ,Mercedes-Benz_Group ,Tallinn 
Gerhard_Wolf ,alumniOf ,University_of_Cambridge ,Dresden 
Gerhard_Wolf ,birthDate ,1896-08-12T00:00:00.000Z ,Dresden 
Gerhard_Wolf ,gender ,Male_gender ,Dresden 
Gerhard_Wolf ,knowsLanguage ,German_language_generic_instance ,Dresden 
Gerhard_Wolf ,memberOf ,Nazi_Party ,Dresden 
Gerhard_Wolf ,nationality ,Germany ,Dresden 
Sommatiwongse_Varodaya ,birthDate ,1882-06-09T00:00:00.000Z ,Bangkok 
Sommatiwongse_Varodaya ,gender ,Male_gender ,Bangkok 
Srivilailaksana ,birthDate ,1868-07-24T00:00:00.000Z ,Grand_Palace 
Srivilailaksana ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Suchitra_Bharani ,birthDate ,1890-02-06T00:00:00.000Z ,Grand_Palace 
Suchitra_Bharani ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Suddha_Dibyaratana ,birthDate ,1877-09-14T00:00:00.000Z ,Grand_Palace 
Suddha_Dibyaratana ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Suvabaktra_Vilayabanna ,birthDate ,1873-05-02T00:00:00.000Z ,Grand_Palace 
