sentences	sensitiveAttr
<Reduce_relations>Georgian_Labour_Party,	<Israeli_Defense_Forces>
<Make_an_appeal_or_request>Citizen_(India),	<Employee_(India)>
<Host_a_visit>Ministry_(Kuwait),	<Nurse_(France)>
<Make_a_visit>Japan,<Express_intent_to_meet_or_negotiate>Japan,	<Member_of_Parliament_(Bangladesh)>
<Express_intent_to_cooperate>Joseph_Robinette_Biden,	<Ministry_(Jordan)>
<Praise_or_endorse>Villager_(India),	<Raj_Thackeray>
<Consult>International_Monetary_Fund,	<Police_(Namibia)>
<Consult>Foreign_Affairs_(Ethiopia),	<Poland>
<Make_pessimistic_comment>Al-Shabaab,	<Armed_Forces_of_the_Republic_of_Armenia>
<Consult>Iran,	<Party_Member_(Malawi)>
<Accuse>Coalition_of_the_Radical_Left,	<Terrorist_Leader_(Syria)>
<Praise_or_endorse>Kumba_Ialá,	<Tahirul_Qadri>
<Make_optimistic_comment>Richard_Sulík,	<Daniel_Barrera_Barrera>
<Engage_in_diplomatic_cooperation>China,<Make_empathetic_comment>North_Korea,<Threaten>North_Korea,<Make_an_appeal_or_request>Indigenous_People_(North_Korea),<Host_a_visit>Barack_Obama,	<North_Korea>
<Consult>Foreign_Affairs_(Georgia),	<Militant_(Yemen)>
<Consult>Mohammad_Javad_Zarif,	<Nigerian_Bar_Association>
<Physically_assault>Citizen_(India),	<Ministry_(Afghanistan)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Sudan),<Host_a_visit>Isaias_Afewerki,	<Benazir_Bhutto>
<Engage_in_diplomatic_cooperation>China,<Consult>Afghanistan,	<Turkish_Airlines>
<Engage_in_diplomatic_cooperation>Citizen_(India),	<Criminal_(Australia)>
<Abduct_hijack_or_take_hostage>Citizen_(Nigeria),	<Combatant_(Turkey)>
<Praise_or_endorse>Coup_D'etat_Leader_(Thailand),<Use_conventional_military_force>Citizen_(Thailand),	<Cambodia>
<Make_a_visit>Japan,<Make_an_appeal_or_request>National_Council_for_Peace_and_Order_of_Thailand,	<Tamerlan_Tsarnaev>
<Host_a_visit>William_Ruto,<Make_an_appeal_or_request>UN_Security_Council,	<Immigrants_(Ethiopia)>
<Make_an_appeal_or_request>Citizen_(India),	<Cristina_Fernández_de_Kirchner>
<Make_a_visit>Myanmar,	<Armed_Gang_(Egypt)>
<Make_a_visit>Portugal,	<Other_Authorities_/_Officials_(Switzerland)>
<Express_intent_to_meet_or_negotiate>Businessperson_(United_States),	<Armed_Gang_(Lebanon)>
<Consult>Media_Personnel_(Greece),	<Other_Authorities_/_Officials_(Greece)>
<Consult>Xi_Jinping,	<Japan>
<Consult>John_Kerry,	<Treasury/Finance_Ministry_(Czech_Republic)>
<Appeal_for_change_in_institutions_regime>Iraq,<Engage_in_diplomatic_cooperation>Other_Authorities_/_Officials_(Somalia),<Praise_or_endorse>Peacekeeping_Troop_(Africa),	<Sudan>
<Arrest_detain_or_charge_with_legal_action>Al-Shabaab,	<Thief_(India)>
<Consult>Riek_Machar,<Make_a_visit>South_Africa,<Praise_or_endorse>China,	<William_Ruto>
<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Citizen_(Nigeria),	<Azores>
<Accuse>Qatar,<Host_a_visit>Pope_Tawadros_II,<Sign_formal_agreement>South_Korea,<Express_intent_to_meet_or_negotiate>Iran,	<Raúl_Castro>
<Make_an_appeal_or_request>African_Union,	<New_Zealand>
<Consult>Martin_Stropnický,	<Head_of_Government_(Latvia)>
<Host_a_visit>Barack_Obama,	<Sheikh_Ali_Salman>
<Engage_in_diplomatic_cooperation>China,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,<Host_a_visit>Businessperson_(Taiwan),<Threaten>China,<Express_intent_to_cooperate>Businessperson_(Philippines),<Sign_formal_agreement>China,<Criticize_or_denounce>China,	<Police_(Indonesia)>
<Express_intent_to_meet_or_negotiate>The_Hague,	<Government_(Kenya)>
<Demand_diplomatic_cooperation_(such_as_policy_support)>China,<Make_an_appeal_or_request>China,<Make_a_visit>China,	<China>
<Make_a_visit>Afghanistan,	<Government_(Venezuela)>
<Consult>Irakli_Alasania,	<Armed_Forces_of_the_Republic_of_Armenia>
