sentences	sensitiveAttr
<Engage_in_negotiation>Japan,<Express_intent_to_meet_or_negotiate>Japan,<Consider_policy_option>Japan,<Express_intent_to_meet_or_negotiate>China,<Express_intent_to_settle_dispute>China,<Consult>Japan,	<North_Korea>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Nigeria),	<Militia_(Kenya)>
<Accuse>Terrorist_Leader_(Boko_Haram),	<Police_(United_States)>
<Praise_or_endorse>Citizen_(Mali),<Consult>Representatives_(Sudan),	<Benazir_Bhutto>
<Engage_in_negotiation>Iran,<Host_a_visit>Cheng_Guoping,<Host_a_visit>Xi_Jinping,<Express_intent_to_meet_or_negotiate>Islam_Karimov,	<Turkish_Airlines>
<Praise_or_endorse>Mahinda_Rajapaksa,	<Uhuru>
<Consult>Cambodia,	<Congress_(Philippines)>
<Abduct_hijack_or_take_hostage>Head_of_Government_(Pakistan),	<Australia_Greens>
<Use_unconventional_violence>Citizen_(Australia),	<UN_Security_Council>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Japan,<Host_a_visit>Prayuth_Chan-ocha,	<Cambodia>
<Make_an_appeal_or_request>Citizen_(Namibia),<Consult>Media_(Africa),	<Cabinet_/_Council_of_Ministers_/_Advisors_(Somalia)>
<Threaten_with_military_force>Citizen_(India),<Physically_assault>Citizen_(India),	<Cristina_Fernández_de_Kirchner>
<Consult>Head_of_Government_(Egypt),	<Armed_Gang_(Egypt)>
<Make_an_appeal_or_request>Government_(Nigeria),	<Canadian_Armed_Forces>
<Consider_policy_option>Iran,	<Media_(Pakistan)>
<Make_a_visit>France,	<Other_Authorities_/_Officials_(Greece)>
<Engage_in_negotiation>Nabih_Berri,	<Armed_Band_(Afghanistan)>
<Make_a_visit>Kazakhstan,<Impose_embargo_boycott_or_sanctions>North_Korea,	<Sudan>
<Threaten>Boko_Haram,	<National_Youth_Service>
<Consult>Okoth_Obado,	<William_Ruto>
<Make_a_visit>Canada,	<Armed_Gang_(Afghanistan)>
<Impose_embargo_boycott_or_sanctions>Business_(Russia),	<Member_of_Parliament_(Ukraine)>
<Host_a_visit>Jean-Yves_Le_Drian,<Engage_in_material_cooperation>Bahrain,	<Raúl_Castro>
<Consult>Ijaw_Youth_Council,	<Independence_Party>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Canada,<Praise_or_endorse>China,<Engage_in_diplomatic_cooperation>Cambodia,	<Police_(Indonesia)>
<Make_a_visit>China,	<Medical_Personnel_(Switzerland)>
<Express_intent_to_meet_or_negotiate>Head_of_Government_(Ukraine),	<Defense_/_Security_Ministry_(Azerbaijan)>
<Demand_diplomatic_cooperation_(such_as_policy_support)>Kamba,	<Government_(Kenya)>
<Make_an_appeal_or_request>Japan,<Consult>Communist_Party_(Russia),<Express_intent_to_meet_or_negotiate>Tajikistan,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Maldives,<Consult>Rajya_Sabha,<Make_a_visit>Victor_Ponta,	<China>
<Praise_or_endorse>North_Atlantic_Treaty_Organization,	<Secret_Agent_(Russia)>
