sentences	sensitiveAttr
<Arrest_detain_or_charge_with_legal_action>Citizen_(South_Korea),	<Legislature_(Libya)>
<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Armenia,	<International_Monetary_Fund>
<Express_intent_to_meet_or_negotiate>Zakir_Hasanov,	<Military_(Russia)>
<Express_intent_to_meet_or_negotiate>Cabinet_/_Council_of_Ministers_/_Advisors_(United_States),<Express_intent_to_meet_or_negotiate>Foreign_Affairs_(Ukraine),<Consult>Milos_Zeman,<Reject_proposal_to_meet_discuss_or_negotiate>Iran,<Consult>Børge_Brende,<Discuss_by_telephone>John_Kerry,<Consult>Ri_Su_Yong,	<ITAR_TASS>
<Consult>Sultan_Ahmed_bin_Sulayem,	<Member_of_Parliament_(Bangladesh)>
<Use_conventional_military_force>Police_(Peru),	<Pope_Francis>
<Host_a_visit>Sue-Ellen_Kovack,<Host_a_visit>Doctors_Without_Borders,	<Armed_Forces_of_the_Republic_of_Armenia>
<Use_conventional_military_force>Al-Shabaab,<Occupy_territory>Al-Shabaab,	<Nurse_(United_States)>
<Arrest_detain_or_charge_with_legal_action>Citizen_(Nigeria),<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>Japan,	<China>
<Host_a_visit>North_Korea,<Host_a_visit>Xi_Jinping,<fight_with_small_arms_and_light_weapons>North_Korea,<Appeal_to_yield>North_Korea,<Engage_in_negotiation>China,<Make_a_visit>Japan,<Express_intent_to_cooperate>North_Korea,	<North_Korea>
<Host_a_visit>Barnaba_Marial_Benjamin,	<Riek_Machar>
<Consult>North_Korea,	<Klaus_Johannis>
<Consult>Carrie_Lam,<Demonstrate_or_rally>China,	<Police_(Hong_Kong)>
<Demonstrate_or_rally>Terrorist_(Islamic_State_of_Iraq_and_the_Levant),	<Election_Commission_(India)>
<Express_intent_to_cooperate>Police_(Kenya),	<Education_(Greece)>
<Consult>Police_(Hong_Kong),	<Armed_Gang_(Benin)>
<Host_a_visit>High_Commission_for_Refugees,	<Benazir_Bhutto>
<Engage_in_diplomatic_cooperation>International_Federation_of_Red_Cross_and_Red_Crescent_Societies,<Make_a_visit>Sierra_Leone,	<Indigenous_People_(Nigeria)>
<Consult>Media_(Pakistan),	<Government_(Pakistan)>
<Consult>Burundi,<Host_a_visit>International_Monetary_Fund,<Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)>China,	<Government_(Ecuador)>
<Threaten>Iraq,	<UN_Security_Council>
<Express_intent_to_cooperate>Bahrain,<Cooperate_economically>Cambodia,	<Cambodia>
<Make_a_visit>Cambodia,	<Tamerlan_Tsarnaev>
<Express_intent_to_meet_or_negotiate>International_Monetary_Fund,	<Ministry_(Iran)>
<Host_a_visit>Paul_Kagame,<Host_a_visit>Uhuru,	<Immigrants_(Ethiopia)>
<Praise_or_endorse>Mexico,	<Armed_Gang_(Egypt)>
<Make_an_appeal_or_request>Government_(Africa),	<Member_of_Parliament_(Romania)>
<Express_intent_to_meet_or_negotiate>Canada,	<Nigerian_Bar_Association>
<Praise_or_endorse>Iran,	<Emilio_Pérez_Touriño>
<Arrest_detain_or_charge_with_legal_action>Criminal_(Trinidad_and_Tobago),	<Other_Authorities_/_Officials_(Zimbabwe)>
<Make_an_appeal_or_request>Party_Member_(Taiwan),	<Islamic_(India)>
<Praise_or_endorse>Ministry_(Iraqi_Kurds),<Rally_support_on_behalf_of>Employee_(Ukraine),	<Sudan>
<Accede_to_demands_for_change_in_leadership>William_Ruto,<Express_intent_to_meet_or_negotiate>The_Hague,<Make_a_visit>The_Hague,	<National_Youth_Service>
<Make_an_appeal_or_request>Citizen_(Kenya),	<William_Ruto>
<Consult>Royal_Administration_(Saudi_Arabia),<Consult>Abdel_Fattah_Al-Sisi,	<Sudan>
<Praise_or_endorse>Morocco,	<Raúl_Castro>
<Make_a_visit>Irakli_Alasania,	<National_Alliance_(Iraq)>
<Make_an_appeal_or_request>Milos_Zeman,	<Milos_Zeman>
<Demand_change_in_leadership>Citizen_(Croatia),	<Lawmaker_(Turkey)>
<Host_a_visit>Joe_Natuman,<Host_a_visit>China,<Return_release_person(s)>Dissident_(Vietnam),<Praise_or_endorse>Tanzania,<Express_intent_to_cooperate>China,<Express_intent_to_settle_dispute>China,<Engage_in_diplomatic_cooperation>North_Korea,	<Police_(Indonesia)>
<Provide_aid>Citizen_(India),	<Protester_(Hong_Kong)>
<Accuse>Iran,	<Iran>
<Threaten_non-force>Citizen_(Kenya),	<Government_(Kenya)>
<Make_an_appeal_or_request>Government_(Kenya),	<Kidnapper_(Afghanistan)>
<Engage_in_negotiation>Ma_Ying_Jeou,<Consult>Yasuo_Fukuda,<Appeal_for_diplomatic_cooperation_(such_as_policy_support)>Military_(China),	<China>
<Consult>Victoria_Nuland,	<Armed_Gang_(Lebanon)>
<Engage_in_negotiation>Sergey_Kuzhugetovich_Shoygu,	<Armed_Forces_of_the_Republic_of_Armenia>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(Venezuela),	<Franklin_Drilon>
