sentences	sensitiveAttr
<Forgive>Militant_(Nigeria),	<Benjamin_Netanyahu>
<Express_intent_to_cooperate>Ethiopia,	<Raúl_Castro>
<Make_an_appeal_or_request>Citizen_(Nigeria),	<Independence_Party>
<Praise_or_endorse>Thailand,<Accuse>China,<Occupy_territory>Cambodia,	<Police_(Indonesia)>
<Consult>Sheikh_Hasina_Wajed,	<Emilio_Pérez_Touriño>
<Consult>Head_of_Government_(Ethiopia),	<Government_(Kenya)>
<Make_an_appeal_or_request>Other_Authorities_/_Officials_(China),<Consult>Sheikh_Hasina_Wajed,<Express_intent_to_meet_or_negotiate>South_Korea,<Praise_or_endorse>Abdel_Fattah_Al-Sisi,<Make_optimistic_comment>China,	<China>
<Criticize_or_denounce>Benjamin_Netanyahu,	<United_Progressive_Alliance>
<Consult>Japan,	<Xi_Jinping>
<Consult>Ashraf_Ghani_Ahmadzai,	<Government_(Venezuela)>
<Express_intent_to_meet_or_negotiate>Angela_Merkel,	<China>
